-1562828109232.58,-0.0409958939959808,-0.0212700372398212,-0.0132873374844194,-0.0200026045628517,-0.0233032572439259,-0.023182292371407,-0.0324115683249371,-0.0239970848224856,-0.0264838300749865,-0.025705684451869,-0.00908337159628238,-0.0182864131060552,-0.0434466785359361,-0.0276112977982393,-0.0680863514808402,-0.0547936164347899,-0.0594254610346448,-0.0637271670264137,-0.0538803177722677,-0.0471070032946179,-0.0675589679430823,-0.047085922325078,-0.057012233767044,-0.0661723463580986,-0.0712832568020799,-0.0821961275316374,-0.0812669906328407,-0.0747923548863289,-0.0902444864161199,-0.0741456194309526,-0.0837109851992246,-0.0636714909726697,-0.0902144373734756,-0.0854608859155794,-0.088654613747396,-0.100917096046285,-0.0837290900000755,-0.0945469926533961,-0.0923022426126024,-0.0903156646451699,-0.107028034820942,-0.114510996531009,-0.123990804063206,-0.12871878473879,-0.113010836698709,-0.123898038153893,-0.106224495634904,-0.1291017149703,-0.179334577259207
-1544464051502.84,-0.0339105173010182,-0.0333763920216707,-0.0250769720711248,-0.00766835672644768,-0.0176611807575112,-0.0289888350124757,-0.00353311535524516,-0.029506145959401,-0.0408302407215126,-0.0157451004688394,-0.0266676422177138,-0.0294096652193564,-0.0312764571031734,-0.00672476435923978,-0.0348783665296408,-0.0259142072646745,-0.0437384544349881,-0.0510546938452101,-0.0511861070190722,-0.0586787575409984,-0.0403708454957258,-0.0516410703672099,-0.0528779212889874,-0.0626493545378995,-0.0718197256492508,-0.076737128834061,-0.0649680496908053,-0.0898471032599359,-0.0786523321119823,-0.0965796909720734,-0.0820449063987605,-0.075480485630613,-0.0956727611802812,-0.086652936486784,-0.106686907598759,-0.0905951543918494,-0.0968351587483427,-0.0961336266252951,-0.123782689272485,-0.119636484778052,-0.114295087863037,-0.107814871543591,-0.10987578918518,-0.121399125623488,-0.124363099669426,-0.125386872455618,-0.126188651245196,-0.12669680504197,-0.126970636360001
-1295744862359.64,-0.0324588909867237,-0.00267462624611328,-0.0266927027582273,-0.0283860411679198,-0.0241358530914811,-0.0223149261796534,-0.0302108403875406,-0.0299413119962881,-0.0202490306833259,-0.0184434542867757,-0.0358435740830038,-0.0258469521981675,-0.0264637796693104,-0.04106603012457,-0.0253616667741618,-0.0586807035036808,-0.0411788845734422,-0.0452083478543332,-0.0554017661060084,-0.0290474207317975,-0.0755402225702069,-0.0621967865729999,-0.0323489194824846,-0.0649552973397245,-0.0555079586064642,-0.068054265971262,-0.0820171173492958,-0.0648636296792029,-0.0555211397343664,-0.0851422368612783,-0.0785794619070622,-0.0831702094201834,-0.0844514248050482,-0.0751722604625376,-0.0902251181818837,-0.0767062211342312,-0.0800180329104325,-0.0935185595273346,-0.0778525135099502,-0.0851400980161693,-0.106243783250172,-0.100599508830742,-0.0984087356097781,-0.108913786882942,-0.118622301948776,-0.106358207698939,-0.117110162911233,-0.124958756711689,-0.129671582279632
-1371319613804.98,-0.052623423582067,-0.0374192003670011,-0.0243414197178194,-0.0148391757482596,-0.0195779722000883,-0.0346668945287011,-0.0223895931726543,-0.02630862123727,-0.0350729915466238,-0.0326502960179729,-0.039544989632471,-0.0176553392180485,-0.0348330263184164,-0.0305087975009168,-0.0162392150997457,-0.0395183837466547,-0.0409467467880795,-0.035903900504234,-0.0552040225473414,-0.0626296725337526,-0.0418287280193805,-0.0602489587803,-0.0650308538401514,-0.0585584432706558,-0.0524397906133551,-0.052168245502008,-0.0589078796481141,-0.0464410687723622,-0.0626468459727225,-0.0600016838523623,-0.0697415428169635,-0.0755530602822089,-0.0666219955304741,-0.0758280887346396,-0.0762724774658494,-0.106556578560165,-0.0649901508749832,-0.103177154686157,-0.0662589756325377,-0.0793471203219529,-0.110434224972734,-0.102708551915594,-0.101348788866413,-0.102127457178376,-0.104429964479818,-0.107288593483258,-0.11310605674308,-0.115993990974959,-0.0962571070111909
-1164845279990.42,-0.0532883372974373,-0.00767097398581353,-0.014998277559009,-0.0149804535962161,-0.0130304113742908,-0.0257900434417473,-0.018092033240362,-0.00578856110581193,-0.0274526877815333,-0.0263114002506461,-0.0302469948766376,-0.0332535753999152,-0.0355056548048331,-0.0307519435807478,-0.0393754472500788,-0.0315593693063625,-0.0508578807490838,-0.0521544932636122,-0.0509858867952997,-0.0530515299998169,-0.0296131497590108,-0.053306361478402,-0.0443987584165544,-0.056886914701633,-0.0717153555850528,-0.0759085639132085,-0.0431070648599291,-0.0660654327702799,-0.0589729012805068,-0.0565707361841762,-0.0701330955993808,-0.0755445184761067,-0.0686693514063484,-0.0908240769395435,-0.0600722513259016,-0.0751252046981374,-0.0688012562051133,-0.08711506154129,-0.0772922365290716,-0.107368833826011,-0.090492276957087,-0.0935163284565375,-0.0930446948459738,-0.0863974462420662,-0.0906008374971603,-0.100935767723233,-0.114796980160495,-0.129290613734002,-0.144365670048275
-1144697216565.96,-0.0477764567391495,-0.0250929523464101,-0.0188250918189348,-0.0267377482750681,-0.02234740561799,-0.0219692441781143,-0.0322683383908177,-0.0168103540465969,-0.0337800400511915,-0.0229652278422818,-0.0306070193620368,-0.0194606752865448,-0.0277411000434199,-0.026104013709081,-0.049350699047832,-0.0380423046672983,-0.0481021209387792,-0.0437599452965595,-0.0515443446215912,-0.0542849098396001,-0.034117133668824,-0.0559772303513032,-0.0617307720861868,-0.057367986587554,-0.0509099972691556,-0.0536046550914089,-0.0523203314468067,-0.0433802182199957,-0.0691926200288538,-0.0827324581484226,-0.0810521026179184,-0.0593577653841251,-0.0644073360452651,-0.0843718798709583,-0.0775973457308183,-0.0660956587147074,-0.0829755695414192,-0.0929726704863843,-0.0957452457056321,-0.0984246917142999,-0.0883629717184411,-0.0922169343501033,-0.104026472669126,-0.0827218188127115,-0.112380979017247,-0.0987672206008515,-0.0987633670572179,-0.103277189381612,-0.109264727405818
-1290385262140.3,-0.0527197863436906,-0.0238493093931786,-0.00549026384821853,-0.0251172040753648,-0.0234656656147337,-0.0312108291679786,-0.00923514837570487,-0.0257854600314816,-0.0270074259056844,-0.0150893650394276,-0.0395667697610882,-0.0322525725597781,-0.0304067445357405,-0.0201036882138099,-0.0440583948965617,-0.0432842600576307,-0.0202454819002229,-0.0339752527250764,-0.0508752565038952,-0.048323441832888,-0.033626948845738,-0.0448057315622131,-0.048998371623829,-0.0423222125394726,-0.0558855455566434,-0.0619438296421586,-0.056024386126288,-0.0404805549673701,-0.0504430878042474,-0.072650944881687,-0.0620586377942897,-0.0778910456313009,-0.0770595564304738,-0.071711408033317,-0.0780600343578217,-0.0623170361659949,-0.0684988843284439,-0.075833856102958,-0.0915799924775295,-0.0861084372580232,-0.0668776938747033,-0.0932170065546497,-0.092402816050627,-0.0910612481533757,-0.0979521076015359,-0.0738115509859893,-0.101422178326287,-0.109404915934927,-0.101529771008099
-1034215809079.66,-0.0666401339265912,-0.0154482456905237,-0.0274845709717035,-0.0240937177078936,-0.0172990448249019,-0.0229282924991277,-0.0197864716698332,-0.0233051983762304,-0.0270526538070953,-0.0222129747810956,-0.0419520141784974,-0.0216963031701139,-0.0185103679679892,-0.0362977830456953,-0.040435307033533,-0.0290555550234859,-0.0297481919370707,-0.0439139365348271,-0.050312621921583,-0.0476909939918906,-0.0274834602374411,-0.0396251116810177,-0.0472323542382324,-0.0382408132540785,-0.0497011260519233,-0.0542605493883027,-0.0624808136109811,-0.0643843761675098,-0.0564527229651602,-0.064427545085021,-0.0441872946290634,-0.0520618979995112,-0.06451544105542,-0.0467232064190305,-0.0767559812575192,-0.0487549451584564,-0.0863848425462965,-0.076019211662946,-0.069916292402321,-0.0449086817469719,-0.0696282568635588,-0.0653351447119316,-0.0844262992628151,-0.100892400345331,-0.090611614535998,-0.0831520223925086,-0.078554714171134,-0.0843360824473045,-0.108271106543059
-922208132187.123,-0.0534835945324057,-0.0119629784491962,-0.0256879670995912,-0.0300204894689161,-0.00440584366329329,-0.0123300235870315,-0.04239841318814,-0.0253443028475093,-0.0254645647411033,-0.0126593950373907,-0.00584956733027,-0.0185927876684657,-0.0139838529969222,-0.00782628287729008,-0.0330346413373392,-0.0403466108789045,-0.0178187565398327,-0.0279530201907298,-0.0338234032380678,-0.0293320447445546,-0.0460076788751579,-0.0332661822309949,-0.0558653127124218,-0.041657577016895,-0.0584392145641236,-0.0534647675103293,-0.0409119845662409,-0.0441110193687123,-0.0513875483863137,-0.0464805824986114,-0.0406903640386226,-0.0620386394231714,-0.0684651235079693,-0.055919013141364,-0.0645826334406803,-0.0754238275480739,-0.0562696919386764,-0.0730420913177878,-0.0652847741672013,-0.085265631323031,-0.0685053277362987,-0.0845120269209697,-0.0568331633627034,-0.0736709549207492,-0.0878115953335377,-0.0799815860023482,-0.069008694291309,-0.0894472751208262,-0.0948998659618359
-950683489556.152,-0.0566312351510825,-0.0483580871355429,-0.047477553479215,-0.0257270424910546,-0.0219973006410648,-0.0182688824372215,-0.014493649360358,-0.0233237537142502,-0.010797649236071,-0.0320445019880925,-0.0270430640730482,-0.0261354521948508,-0.0227958284512007,-0.0355317022743188,-0.0351232954333177,-0.0295525529776253,-0.036353230584186,-0.0375077029297146,-0.0395849595226774,-0.0271393169535533,-0.0312687638769643,-0.0413494490640079,-0.0608295144010706,-0.036129180036888,-0.0441631049667465,-0.0473753232915645,-0.0348447378716524,-0.038912685909609,-0.046213405815937,-0.0464586543726782,-0.0522700059420549,-0.057129054563256,-0.0646842745849304,-0.0658490455619529,-0.0515810549403342,-0.061224789748949,-0.0624744338104636,-0.0742295642155519,-0.0724693857244381,-0.0689733546845942,-0.0672114918576633,-0.0684729854018721,-0.0496654477063155,-0.0595076168467377,-0.0740157894708385,-0.076175469442234,-0.0759796098490365,-0.0688089374874433,-0.0790940775515889
